,img_id,meme_text,response
427,2912.jpg,Are bhai kon ho tum?Sir hum 'PELE' hai Are pele to hum tumse jyada Hai tum apna naam batao,"target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
428,1772.jpg,MAA WOH DEKHO AIRTEL WALI BANDI JIO KA SIM PHENK KE MAAR SAALI KO,target_group: individualattack_type: Mockingintervention: Mocking someone's ability to use a computer or other device is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique talents and abilities.
429,4119.jpg,"Me on social media ""Ask Me a Question""Me during Viva",target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals.
430,1152.png,when bhabhi promised she won't colour you then surprise you from behind,target_group: individualattack_type: Mockingintervention: Mocking someone's colouring and claiming they won't colour you is unfair and disrespectful. We should strive to create a society that values diversity and respects individuality.
431,3426.jpg,"IPL FACT Virat Kohli is a Punjabi,he is from Delhi &he plays for Banglore and Punjab,Delhi,Bangalore have never won an IPL trophy",target_group: otherattack_type: Mockingintervention: Mocking someone's nationality is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
432,4624.jpg,every action has equal and opposite reaction,"target_group: individualattack_type: Mockingintervention: Mocking someone's actions based on their actions is unfair and hurtful. We should strive to treat others with kindness and respect, promoting empathy and understanding."
433,2130.jpg,"Meanwhile,security force of US Capitol during violence",target_group: individualattack_type: Contemptintervention: Using violence to degrade the security of the US Capitol is unfair and disrespectful. We should strive to create a society that values and respects the rights of all individuals.
434,3712.jpg,"InGenious @Bees_Kut Raanjhana is an amazing movie.It passes on an important message that when you get an option to choose between Sonam Kapoor and Swara Bhasker,you must choose death.Just Indian Things",target_group: individualattack_type: Mockingintervention: Mocking someone's choice of target is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
435,4458.jpg,madam ye lo aapki devai bhaiya cheeni bhi do madam medical store pe cheeni nahi milti davai par likha h *SUGAR FREE*cheeni to tere baap bhi dega,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
436,4820.jpg,sagar sagarcasm me:i want to open a new account SBI employee:what's your name?me:harshad mallya SBI employee:,target_group: individualattack_type: Mockingintervention: Mocking someone's name and asking them to open a new account is unfair and disrespectful. We should strive to create a society that values and respects individuals.
437,1756.jpg,"WHEN WAS THE LAST TIME YOU SAW AN ASS SO PERFECT, YOU HADE TO MAKE A NOTE OF IT TOPPHYSIQUES.COM","target_group: individualattack_type: Mockingintervention: Mocking someone's intelligence and judging them based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
438,1090.png,he might be retarded but he comes with a bottle opener,target_group: individualattack_type: Mockingintervention: Mocking someone's disability is unfair and disrespectful. We should strive to create a society that values equality and respects all individuals.
439,5757.jpg,When you are solving mq's and took B four times in a row and next answer still look like B.,target_group: otherattack_type: Mockingintervention: Mocking someone's answers based on their answers is unfair and disrespectful. We should strive to create a society that values fairness and respects the uniqueness of each individual.
440,2310.jpg,school teachers * explaining everything in a difficult way* * random indian teacher on youtube*,target_group: otherattack_type: Mockingintervention: Mocking someone's teaching skills is unfair and disrespectful. We should strive to create a culture of kindness and respect for all teachers.
441,2938.jpg,"""PAK FANS WATCHING TODAY'S INDIA VS PAKISTAN CHAMPIONS TROPHY FINAL IN TV BE LIKE","target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their nationality is unfair and disrespectful. We should strive to promote a culture of respect and fairness, promoting a culture of respect and fairness."
442,5455.jpg,lockdown mein wine shop khul sakti hai tto 2nd october ko kyu nahi??-Mahatma Gandhi,target_group: individualattack_type: Mockingintervention: Mocking someone's lockdown is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
443,5983.jpg,Imagine Her As Your Roommate,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat all individuals with respect and kindness, regardless of their gender."
444,4242.jpg,Aunty thoda tel milega boyfriend aaya hai?Tel to nahi hai vaseline le jao!Pakode talne hai aunty,target_group: individualattack_type: Mockingintervention: Mocking someone's boyfriend based on their appearance is unfair and disrespectful. We should strive to create a society that values friendship and respects each other's choices.
445,342.png,"you say i'm racist because i don't want illegals here? i have some news for you. ""illegal"" isn't a race, morons",target_group: individualattack_type: Mockingintervention: Mocking someone's race based on their ethnicity is unfair and disrespectful. We should strive to promote understanding and respect for all individuals.
446,3710.jpg,"Vikas Singh Chaudhary @Vikascasm 2020 is healing,Shahid Afridi back in form Just Pakistani Things",target_group: individualattack_type: Mockingintervention: Mocking someone's achievements and achievements is unfair and disrespectful. We should strive to create a society that values and celebrates the achievements of all individuals.
447,2754.jpg,Baby khujli hori h*khujla do jraa*Hnn bss yhii pe*Hnn thoda rifht bss yhii*,"target_group: individualattack_type: Mockingintervention: Mocking someone's sex or gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of equality and respect."
448,5008.jpg,minister of health belgium she eats all the unhealthy food of her country huge respect for her,target_group: individualattack_type: Mockingintervention: Mocking someone's health and eating habits is unfair and disrespectful. We should strive to promote healthy eating and promote a culture of respect for individuals.
449,252.png,removes polish with chemicals nobody bats an eye removes polish with chemicals everyrody loses his shit,"target_group: individualattack_type: Mockingintervention: Mocking someone's ability to remove polish with chemicals is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their abilities."
